review_number,username,ratings,purchase_date,item_variation,location,text,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key,length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,caps_ratio,punctuation_ratio,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,malaysian_terms_count,malaysian_terms_ratio,product_terms_count,product_terms_ratio,has_mixed_language,has_specific_details,has_generic_phrases,has_promotional_language,repeated_words,spelling_errors,fake_score,predicted_label,true_label
5309,i*****n,5,2025-04-07 15:48:00,Variation: Beige-199speed+Head,,Good service by seller,True,Durability, 100,Performance, 100,,,results4.json,review 1259,22,4,4.75,1,0,0,0.0,0.0,0.4404,0.492,0.0,0.508,0,0.0,2,0.5,False,True,False,False,0,0,0.2,real,real
4964,0tcj43k26i,5,2025-04-14 13:45:00,Variation: Platinum-150speed,,Barang dah sampai terima kasih harga pun bolh tahan.,False,,,,,,,results4.json,review 914,52,10,4.4,2,0,0,0.0,0.019230769230769232,0.0,0.0,0.0,1.0,2,0.2,0,0.0,False,False,False,False,0,0,0.0,real,real
7257,aimanafandii,5,2025-07-01 12:13:00,"Variation: Inner Bag,90*100 (M)",,Fast delivery. Good quality with the said price. Easy to manage. Thank you.,False,,,,,,,results5.json,review 1271,75,17,3.7058823529411766,5,0,0,0.0,0.05333333333333334,0.8074,0.454,0.0,0.546,0,0.0,3,0.17647058823529413,False,True,False,False,3,0,0.0,real,real
8493,ezaliep2005,5,2023-10-09 20:18:00,"Variation: black,110x130cm (XL)",,penghantaran cepat dan laju...barang sampai dalam keadaan baik,True,,,,,,,results5.json,review 2507,62,10,5.5,2,0,0,0.0,0.04838709677419355,0.0,0.0,0.0,1.0,3,0.3,0,0.0,False,False,False,False,0,0,8.326672684688674e-17,real,real
14990,liyanasyakira,5,2022-03-08 17:40:00,Variation: Quattro Cheese,,Semuanya okay alhamdulillah cepat aje sampai thank you so much ❤️❤️❤️❤️❤️,True,Taste, TAK TRY LAGI,Quality, OKAY,,,results7.json,review 2992,73,11,5.7272727272727275,1,0,0,0.0,0.0,0.5267,0.328,0.0,0.672,3,0.2727272727272727,0,0.0,False,False,False,False,0,1,0.0,real,real
4897,miraaidil92,5,2025-05-03 11:55:00,Variation: Pink-199speed+Head,,oder warne pink...sampai warne cream....tpi ok je...jnji berfungsi dengan baik,False,,,,,,,results4.json,review 847,78,16,4.3125,4,0,0,0.0,0.1282051282051282,0.296,0.196,0.0,0.804,3,0.1875,0,0.0,False,False,False,False,2,1,0.0,real,real
8336,afiqpit,1,2021-11-17 20:33:00,"Variation: black,90*100 (M)",,"Emm mati2 ingt sofa baen aduhhh kcau pala hati2 kpada yg nk beli ni checking bgi betoi2 dlu klau nk beli kecoh betoi la ini seller ok tq,?",True,,,,,,,results5.json,review 2350,138,30,3.7,2,0,1,0.0,0.014492753623188406,0.296,0.075,0.0,0.925,3,0.1,1,0.03333333333333333,False,False,False,False,2,3,0.0,real,real
7909,earthroots,1,2022-04-03 16:55:00,"Variation: gray,110x130cm (XL)",,Be a responsible seller. The product image is clearly misleading.,False,,,,,,,results5.json,review 1923,65,12,4.666666666666667,3,0,0,0.0,0.03076923076923077,0.3182,0.365,0.197,0.438,0,0.0,1,0.08333333333333333,False,False,False,False,1,0,0.3,real,real
9927,msth_abdullah,5,2025-01-15 17:14:00,Variation: purple,,Good material and nice for scrubbing my head while shampooing and good for massage while oil my head,False,,,,,,,results6.json,review 935,100,18,4.611111111111111,1,0,0,0.0,0.0,0.8225,0.364,0.0,0.636,1,0.05555555555555555,1,0.05555555555555555,False,False,False,False,6,0,0.0,real,real
11381,s*****a,5,2024-09-23 17:23:00,Variation: purple,,If feel soft when I try to rub it on my hair. Cute colour.,True,Material, plastics and rubber,Effectiveness, not try yet,,,results6.json,review 2389,58,16,2.8125,3,0,0,0.0,0.034482758620689655,0.4588,0.2,0.0,0.8,0,0.0,0,0.0,False,False,False,False,1,0,0.0,real,real
10736,g*****o,5,2024-11-02 22:03:00,Variation: purple,,"Fast delivery, good condition, thank you seller.",True,,,,,,,results6.json,review 1744,48,10,4.2,2,0,0,0.0,0.0625,0.6597,0.519,0.0,0.481,0,0.0,2,0.2,False,True,False,False,1,0,0.0,real,real
3488,lyngall,5,2025-01-03 22:58:00,Variation: Pink 10000mAh,,"Heavy, hopefully works well. Haven’t tried yet. Very nice colour pink. Very fast shipping and delivery like within 24 hours. Thank you, seller 👍🏼",True,,,,,,,results3.json,review 1964,145,32,3.8125,5,0,0,0.0,0.041379310344827586,0.8977,0.404,0.0,0.596,1,0.03125,2,0.0625,False,True,False,False,5,0,0.0,real,real
792,t*****_,5,2025-05-16 16:47:00,,Indonesia,Items arrived in accordance with the order and fast and safe delivery,True,,,,,,,results2.json,review 699,69,12,4.833333333333333,1,0,0,0.0,0.0,0.4404,0.209,0.0,0.791,0,0.0,1,0.08333333333333333,True,False,False,False,1,0,0.0,real,real
4211,skyztro116_,5,2025-06-17 12:52:00,Variation: Platinum-150speed,,"Kipas takde bunyi mengarut, angin bagi saya kurang kuat tapi okay je kalau panas hilang juga peluh tu. Charger type c ada tali. Ada bubble wrap tapi tak tebal sbb kotak still kemik, tapi masih ada rupa kotak lah.",True,Performance, angin 8/10,Durability, maybe tahan dalan 2 hari kalau charge penuh,,,results4.json,review 161,212,44,3.9545454545454546,4,0,0,0.0,0.02358490566037736,0.2263,0.049,0.0,0.951,2,0.045454545454545456,0,0.0,False,False,False,False,8,0,0.30000000000000004,real,real
3827,k*****n,4,2024-06-03 14:37:00,Variation: Grey 10000mAh,,"Not sure why, it got hot easily.",False,,,,,,,results3.json,review 2303,32,9,2.888888888888889,2,0,0,0.0,0.0625,0.1124,0.256,0.21,0.534,0,0.0,0,0.0,False,False,False,False,0,0,0.0,real,real
7029,faizfikrinurdin,3,2024-11-13 09:49:00,"Variation: blue,100x120cm (XL)",,"Shipping cepat, bukak2 hanya bean bag je..inner xdpt nk duduk terus..huhu..kene beli inner lain",True,Material, kain bagus..,,,,,results5.json,review 1043,95,21,3.9047619047619047,4,0,0,0.0,0.07368421052631578,0.0,0.0,0.0,1.0,2,0.09523809523809523,0,0.0,False,False,False,False,3,1,0.0,real,real
2040,s*****s,5,2024-07-06 09:08:00,Variation: White 5000mAh,,"Barang sampai dengan selamat, penghantaran pantas dan barang berfungsi dengan baik",True,,,,,,,results3.json,review 516,82,12,6.0,1,0,0,0.0,0.012195121951219513,0.0,0.0,0.0,1.0,2,0.16666666666666666,0,0.0,False,False,False,False,2,0,0.05000000000000002,real,real
9689,beautypinkdiamond,5,2024-12-20 03:49:00,Variation: Pink,,"All I think look good but the mascaras is not waterproof as it's claimed bit disappointed and sad cos I get 3 pieces like wasting my money leh,I still prefer Maybeline brand look like alot better compared to this one😥😥😿😿",True,Effectiveness, ok,Material, good,,,results6.json,review 697,220,43,4.209302325581396,1,0,0,0.0,0.004545454545454545,-0.1406,0.227,0.219,0.554,0,0.0,0,0.0,False,False,False,False,4,1,0.0,real,real
4341,i*****y,5,2025-03-29 18:54:00,Variation: 100 Speed-Black,,fast delivery，nice item，so far is good，the wind is strong also,True,,,,,,,results4.json,review 291,62,10,5.3,1,0,0,0.0,0.0,0.5106,0.268,0.0,0.732,0,0.0,0,0.0,False,False,False,False,1,3,0.1,real,real
12334,p*****b,5,2022-07-06 19:01:00,Variation: Seafood (Soup),,This is my repeat order. Thank you seller for giving good price for individual packs. So we can try out different flavor. Delivery came the next day and well packed in a thick box. Will buy again from this seller.,True,,,,,,,results7.json,review 336,213,45,3.8666666666666667,6,0,0,0.0,0.023474178403755867,0.836,0.22,0.0,0.78,0,0.0,4,0.08888888888888889,False,True,False,False,7,0,0.0,real,real
14350,p*****a,5,2023-11-30 18:15:00,Variation: [NEW] Yakisoba,,beli 3 ramen wakru live semua jadi rm8.90 🫶🫶 sampai lepas 3 4 hari delivery service lajuu. ramem cheese tu dlm separuh dh hancur sikit takpelah thank you,True,,,,,,,results7.json,review 2352,153,29,4.344827586206897,3,0,0,0.0,0.013071895424836602,0.3612,0.094,0.0,0.906,2,0.06896551724137931,2,0.06896551724137931,False,True,False,False,1,1,0.0,real,real
8843,eskandarbird,5,2022-09-04 16:20:00,"Variation: blue,110x130cm (XL)",,Semua ok termasuk saya,True,Material, kain tebal nyet nyet,Functionality, fungsi dia untuk duduk lah ish,,,results5.json,review 2857,22,4,4.75,1,0,0,0.0,0.0,0.296,0.423,0.0,0.577,1,0.25,0,0.0,False,False,False,False,0,0,0.1,real,real
12650,tan6274,5,2023-10-31 20:14:00,Variation: Cheese,,Received my ordered items in good condition with nice packing. Considered as fast delivery and superb good value for money. Will buy more if got such promo or discounted price in future.,True,Quality, good,Taste, good,,,results7.json,review 652,186,35,4.428571428571429,4,0,0,0.0,0.016129032258064516,0.936,0.385,0.0,0.615,1,0.02857142857142857,3,0.08571428571428572,False,True,False,True,4,0,0.15,real,real
2181,hakita1989,5,2025-06-20 19:55:00,Variation: Grey 10000mAh,,Terima kasih dihantar dengan baik.👍👍belum cuba lagi baru cas nak kasi penuh bateri dahulu,True,Durability, ok,Performance, baik,,,results3.json,review 657,89,14,5.428571428571429,2,0,0,0.0,0.011235955056179775,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,1,0.35,real,real
3246,hannah_xx,5,2024-12-20 09:21:00,Variation: Pink 10000mAh,,Good magnetism. Compact.,True,,,,,,,results3.json,review 1722,24,5,4.4,3,0,0,0.0,0.08333333333333333,0.4404,0.592,0.0,0.408,0,0.0,0,0.0,False,False,False,False,1,0,0.1,real,real
8772,i*****a,5,2025-01-21 19:01:00,"Variation: gray,110x130cm (XL)",,Barang sampai dalam keadaan baik.. packaging ok..tq seller,True,,,,,,,results5.json,review 2786,58,11,4.636363636363637,3,0,0,0.0,0.06896551724137931,0.0,0.0,0.0,1.0,3,0.2727272727272727,2,0.18181818181818182,False,True,False,False,1,0,0.0,real,real
2541,n*****d,5,2024-10-23 17:32:00,Variation: Grey 10000mAh,,fast delivery good packaging. trusted seller. good,True,Performance, good,Durability, ok,,,results3.json,review 1017,50,9,4.888888888888889,3,0,0,0.0,0.04,0.836,0.69,0.0,0.31,0,0.0,3,0.3333333333333333,False,True,False,False,2,0,0.0,real,real
12869,shahrinhaikal,5,2024-06-26 22:53:00,Variation: Spicy,,"bungkusan sampai dalam keadaan baik🥰penghantaran cepat pantas,bungkusan yang terbaik😉boleh harga rm3 sahaja beli masa live🤪nanti repeat lagi",True,Taste, Sedap,Quality, Baik,,,results7.json,review 871,140,19,6.526315789473684,1,0,0,0.0,0.007142857142857143,0.0,0.0,0.0,1.0,3,0.15789473684210525,0,0.0,False,False,False,False,1,3,0.0,real,real
7687,e*****p,5,2023-10-30 20:53:00,"Variation: black,110x130cm (XL)",,Besarrr cuma belum guna lagi. Bubble dlm takdak kena beli asing. Kain okay tebal,False,Material, cotton,,,,,results5.json,review 1701,80,16,4.1875,3,0,0,0.0,0.025,0.2263,0.128,0.0,0.872,2,0.125,0,0.0,False,False,False,False,1,0,0.0,real,real
13158,u*****a,5,2023-01-09 20:03:00,Variation: Kimchi (Soup),,"Penghantaran ok,,,  barang xde yg rosak,,overall semua ok,, beli time 1.1 rituu oka laaaaa murah sngattt...",True,Taste, good,Quality, good,,,results7.json,review 1160,107,24,3.7916666666666665,3,0,0,0.0,0.102803738317757,0.0,0.0,0.0,1.0,5,0.20833333333333334,0,0.0,False,False,False,False,6,1,0.0,real,real
3600,l*****9,5,2024-05-26 19:24:00,Variation: White 5000mAh,,1 time charging but enough for emergency use!,True,Performance, good,Durability, mini but compact,,,results3.json,review 2076,45,9,4.222222222222222,2,1,0,0.0,0.022222222222222223,-0.5707,0.0,0.381,0.619,0,0.0,0,0.0,False,False,False,False,0,0,0.4,real,real
184,i*****8,5,2025-05-14 17:32:00,,Indonesia,"The skirt is cute and nice, it fits me BB 73 TB 163, the skirt is really stretchy so it looks a bit fat when you wear it, but the skirt is cute",True,,,,,,,results2.json,review 91,143,36,3.0833333333333335,1,0,0,0.0,0.02097902097902098,0.7845,0.214,0.0,0.786,1,0.027777777777777776,0,0.0,False,False,False,False,11,0,0.0,real,real
12982,chintairiss,5,2022-11-18 14:05:00,Variation: Jjajang,,"Memang banyak Kali repeat dgn seller nie
Murah Dan cepat penghantaran
Tapi kadang barang akan pecah sedikit",True,Taste," good,sedap",Quality, terbaik,,,results7.json,review 984,107,17,5.352941176470588,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.11764705882352941,1,0.058823529411764705,False,False,False,False,0,0,0.0,real,real
10724,chehasmida,5,2024-10-10 15:22:00,Variation: Pink,,oder complete🫰🏻tq seller n rider,True,,,,,,,results6.json,review 1732,32,5,5.6,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1,0.2,False,False,False,False,0,1,0.25,real,real
13931,m*****z,5,2022-04-01 18:54:00,Variation: Quattro Cheese,,kalini tak pecah dahh!! hehehe thankyou seller. got more cheaper if u guys buy here 🥰🤗,True,Taste, delicious,Quality, gooddd,,,results7.json,review 1933,86,19,3.736842105263158,3,2,0,0.0,0.03488372093023256,0.0,0.0,0.0,1.0,1,0.05263157894736842,1,0.05263157894736842,False,False,False,False,1,0,0.0,real,real
5255,a*****r,5,2025-04-10 21:28:00,Variation: 100 Speed-White,,Kipas berfungsi dengan baikk cantik comel kecik je.. Delivery pun bagus cepat je warna pun menarikk untuk anak anak gadis bawak ke sekolah.,True,Performance, Ok,Durability, Ok,,,results4.json,review 1205,139,25,4.68,3,0,0,0.0,0.02158273381294964,0.0,0.0,0.0,1.0,3,0.12,1,0.04,False,False,False,False,3,0,0.0,real,real
10357,e*****6,5,2024-12-28 22:38:00,Variation: Pink,,Very very cute.  Looks nice. Fast delivery.  Reasonable price.,True,,,,,,,results6.json,review 1365,62,13,4.0,5,0,0,0.0,0.06451612903225806,0.7674,0.487,0.0,0.513,1,0.07692307692307693,2,0.15384615384615385,False,True,False,False,4,0,0.0,real,real
14119,a*****6,5,2023-03-05 18:52:00,Variation: Cream Carbo,,There are some noodles broken but it's ok the delivery was fast and I've bought this like 5 times,True,Taste, Great,Quality, Amazing,,,results7.json,review 2121,97,21,3.761904761904762,1,0,0,0.0,0.0,0.677,0.279,0.087,0.634,1,0.047619047619047616,1,0.047619047619047616,False,False,False,False,0,0,0.0,real,real
2426,n*****i,5,2024-01-03 09:54:00,Variation: White 10000mAh,,Semua ok..dpt free cable..powerbank laju..wire laju..so puas hati..tq,True,Durability, good,Performance, good,,,results3.json,review 902,69,18,3.4444444444444446,6,0,0,0.0,0.14492753623188406,0.5106,0.32,0.0,0.68,1,0.05555555555555555,0,0.0,False,False,False,False,5,0,0.0,real,real
9792,e*****f,5,2024-11-03 13:19:00,Variation: Pink,,Barang sampai dalam keadaan baik.. tiada sebarang kerosakan..,True,Effectiveness, good,Material, good,,,results6.json,review 800,61,10,5.4,3,0,0,0.0,0.06557377049180328,0.0,0.0,0.0,1.0,2,0.2,0,0.0,False,False,False,False,1,0,0.05000000000000002,real,real
11397,d*****8,5,2024-09-28 18:57:00,Variation: Pink,,Barang bagus! Tak buat sakit kepala bila guna. Terima kasih seller and courier.,True,,,,,,,results6.json,review 2405,79,16,4.1875,4,1,0,0.0,0.0379746835443038,0.0,0.0,0.0,1.0,2,0.125,1,0.0625,False,False,False,False,1,0,0.0,real,real
4670,ahmad19501,5,2025-04-26 18:25:00,Variation: Pink-199speed,,Function teruk... Sangat memuaskan.,True,Performance, Good performance,,,,,results4.json,review 620,35,6,5.333333333333333,3,0,0,0.0,0.11428571428571428,0.0,0.0,0.0,1.0,1,0.16666666666666666,0,0.0,False,False,False,False,0,0,0.25,real,real
12675,l*****b,5,2025-03-10 17:02:00,Variation: Spicy,,"Dah biasa beli dengan seller, pos laju n packaging perfect. Thank you seller.",True,Taste," sedap, pedas nice2 untuk yg tak makan pedas boleh kurangkan sos dia",,,,,results7.json,review 677,77,16,4.0625,3,0,0,0.0,0.03896103896103896,0.7351,0.383,0.0,0.617,2,0.125,3,0.1875,False,True,False,False,2,0,0.0,real,real
3499,o*****n,5,2025-02-17 01:11:00,Variation: Purple 10000mAh,,在中国探索克里斯汀-迪奥(CD) 的世界：所有男女时装：手袋、成衣、珠宝和手表、高级定制时装，所有美容：香水、化妆品、护肤品.,True,,,,,,,results3.json,review 1975,63,6,10.333333333333334,2,0,0,0.0,0.015873015873015872,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,2,0.25,real,real
5433,s*****a,5,2025-07-12 15:36:00,Variation: White-Basic,,"Bila sampai happy,tapi sayang barang rosak maklumlah dpt free,jangan lah bagi barang rosak lagi,terima kasih",True,,,,,,,results4.json,review 1383,108,21,4.476190476190476,1,0,0,0.0,0.027777777777777776,0.0,0.0,0.0,1.0,3,0.14285714285714285,0,0.0,False,False,False,False,4,0,0.0,real,real
3835,rahina77,5,2024-11-09 10:34:00,Variation: White 5000mAh,,Sy suka produk ni. Mmg best.,False,,,,,,,results3.json,review 2311,28,8,2.875,3,0,0,0.0,0.07142857142857142,0.6369,0.457,0.0,0.543,2,0.25,0,0.0,False,False,False,False,1,0,0.0,real,real
2708,hadirusni,5,2024-09-10 01:30:00,Variation: Grey 10000mAh,,Parcel has been received thank you,True,Durability, good,Performance, good,,,results3.json,review 1184,34,6,4.833333333333333,1,0,0,0.0,0.0,0.3612,0.333,0.0,0.667,0,0.0,0,0.0,False,False,False,False,0,0,0.1,real,real
9346,r*****9,5,2025-03-18 19:08:00,Variation: Pink,,"Received items in good condition, fast delivery.... good product quality..... Thanks to the seller and delivery person",True,,,,,,,results6.json,review 354,118,20,5.1,3,0,0,0.0,0.0847457627118644,0.8271,0.383,0.0,0.617,0,0.0,4,0.2,False,True,False,False,2,2,0.0,real,real
11880,jasjaslyn,5,2024-09-26 12:46:00,Variation: Pink,,效果还可以，Gel的pink color很亮。用完应该会再回购，谢谢卖家🥰,True,,,,,,,results6.json,review 2888,37,2,18.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,2,0.45000000000000007,real,real
466,a*****i,5,2025-01-27 02:24:00,,Indonesia,"I really like it, even though it looks a bit stiff but it's not!! The material is cool, but it's a little too long for me, but it's okay, overall it's good",True,,,,,,,results2.json,review 373,155,42,2.9523809523809526,2,2,0,0.0,0.03870967741935484,0.8917,0.318,0.0,0.682,1,0.023809523809523808,1,0.023809523809523808,False,False,False,False,15,0,0.0,real,real
12870,b*****e,5,2021-09-16 21:51:00,Variation: Add box utk 5-8 pack,,Barang sampai dgn baik. And sedappppp sgt2 heheheh thank you seller.. penghantaran yg pantas,True,,,,,,,results7.json,review 872,92,16,4.9375,3,0,0,0.0,0.03260869565217391,0.3612,0.161,0.0,0.839,2,0.125,1,0.0625,False,False,False,False,0,1,0.0,real,real
12124,a*****4,5,2022-07-30 23:11:00,Variation: Quattro Cheese,,Fast shipping from seller and excellent delivery from j&t 💯🚚 things packing nicely with thick bubble wrap💯 I can't wait to try the quattro cheese flavour 🤤,True,Taste, my fav is carbonara one 😍,,,,,results7.json,review 126,155,30,4.3,1,0,0,0.0,0.0,0.765,0.223,0.0,0.777,0,0.0,2,0.06666666666666667,False,True,False,False,1,1,0.0,real,real
13566,trygcmnsfu,5,2023-07-23 23:44:00,Variation: Rose,,"penghantaran laju pantas, kualiti baik boleh repeat",True,Quality, xde pecah,Taste, sedap dooh,,,results7.json,review 1568,51,8,5.625,1,0,0,0.0,0.0196078431372549,0.0,0.0,0.0,1.0,1,0.125,0,0.0,False,False,False,False,0,0,0.05000000000000002,real,real
7099,t*****2,4,2022-06-17 20:57:00,"Variation: yellow,110x130cm (XL)",,feel very thin and oni one layer. need to buy inner layer.,True,Material, very thin material,,,,,results5.json,review 1113,58,14,3.357142857142857,3,0,0,0.0,0.034482758620689655,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,2,0,0.05,real,real
9980,r*****e,5,2024-11-28 21:52:00,Variation: purple,,Terima barang dlm keadaan baik. Semua brg cukup. Terimakasih seller 👍👍👍😁,False,,,,,,,results6.json,review 988,72,13,4.769230769230769,3,0,0,0.0,0.027777777777777776,0.0,0.0,0.0,1.0,1,0.07692307692307693,1,0.07692307692307693,False,False,False,False,1,1,0.0,real,real
1528,r*****h,5,2024-09-17 20:17:00,Variation: Grey 10000mAh,,"Received in good condition, fast delivery, quality very good, packaging very good..very recomended to buy with this shop..after this will repeat again..",True,Performance, very good,Durability, Good,,,results3.json,review 4,152,30,4.366666666666666,4,0,0,0.0,0.05921052631578947,0.7003,0.225,0.0,0.775,0,0.0,3,0.1,False,True,False,False,9,0,0.0,real,real
8176,ku_ziy,4,2021-07-05 17:05:00,"Variation: red,110x130cm (XL)",,"Item already got , but the inner not here , is it have to buy suprate? Or have misunderstanding here ? Seller please clear me to understand",True,,,,,,,results5.json,review 2190,139,28,4.035714285714286,3,0,2,0.0,0.02877697841726619,0.4606,0.214,0.118,0.669,0,0.0,1,0.03571428571428571,False,False,False,False,5,0,0.0,real,real
2954,s*****a,5,2025-06-29 15:41:00,Variation: Purple 10000mAh,,Quite heavy to carry around but overall works well. Good!,False,,,,,,,results3.json,review 1430,57,12,4.0,3,1,0,0.0,0.03508771929824561,0.7777,0.459,0.0,0.541,0,0.0,0,0.0,False,False,False,False,0,0,0.0,real,real
3774,huda2609,5,2024-07-20 22:54:00,Variation: Grey 10000mAh,,Super fast delivery!,False,,,,,,,results3.json,review 2250,20,4,4.5,2,1,0,0.0,0.05,0.636,0.677,0.0,0.323,0,0.0,1,0.25,False,False,False,False,0,0,0.30000000000000004,real,real
8003,j*****6,5,2024-05-12 16:53:00,"Variation: black,110x130cm (XL)",,Fast delivery and arrived as per order,True,Material, Good,Functionality, Thick,,,results5.json,review 2017,38,7,4.571428571428571,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1,0.14285714285714285,False,False,False,False,0,0,0.25,real,real
10954,n*****7,5,2025-01-01 06:16:00,Variation: Pink,,bagus bila urutt kepala tu rasa lega lah jugaa fuh mantap pak abu,True,,,,,,,results6.json,review 1962,65,13,4.076923076923077,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.15384615384615385,0,0.0,False,False,False,False,0,0,0.05000000000000002,real,real
13393,l*****9,5,2020-12-07 16:55:00,,,"Good Product Qualiti
Good Value for money
Good Delivery
Excellent Service by Seller
不多说 总之回购了很多次
从下单到到货就3天❤️",True,,,,,,,results7.json,review 1395,108,16,5.8125,1,0,0,0.0,0.0,0.93,0.574,0.0,0.426,0,0.0,4,0.25,False,True,False,False,2,1,0.0,real,real
7682,wanzstella,5,2025-02-19 14:25:00,"Variation: yellow,110x130cm (XL)",,barang smpai dgn selamat . repeat kali ke - 2 . kualiti tiptop . terbaik,False,,,,,,,results5.json,review 1696,72,15,3.8666666666666667,4,0,0,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,1,0.06666666666666667,0,0.0,False,False,False,False,2,0,0.0,real,real
3059,feliciaming,5,2025-02-12 09:52:00,Variation: Blue 10000mAh,,Quick delivery thank you so much seller,False,,,,,,,results3.json,review 1535,39,7,4.714285714285714,1,0,0,0.0,0.0,0.3612,0.294,0.0,0.706,0,0.0,2,0.2857142857142857,False,True,False,False,0,0,0.0,real,real
8013,umpokmuteh,5,2022-08-29 15:32:00,"Variation: blue,110x130cm (XL)",,Terima kasih.cantik warna nye..kain pun jenis tebal,True,,,,,,,results5.json,review 2027,51,9,5.0,3,0,0,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,1,0.25,real,real
9996,m*****4,5,2024-11-03 20:20:00,Variation: purple,,it messages my head very well and its so good for oilling the scalp,True,Material, plastic,Effectiveness, ok,,,results6.json,review 1004,67,14,3.857142857142857,1,0,0,0.0,0.0,0.7298,0.338,0.0,0.662,0,0.0,0,0.0,False,False,False,False,0,0,0.1,real,real
2580,z*****1,5,2025-01-27 10:33:00,Variation: White 10000mAh,,Delivery faster second day already received good condition ok,True,,,,,,,results3.json,review 1056,61,9,5.888888888888889,1,0,0,0.0,0.0,0.6249,0.421,0.0,0.579,1,0.1111111111111111,1,0.1111111111111111,False,False,False,False,0,0,0.0,real,real
9164,jamalliah85,5,2025-03-08 13:10:00,Variation: Purple,,Ok semua ok.. lepas nie senang guna nie je tuk shampoo kat kepala anak🤭 terima kasih seller,True,Effectiveness, ok,Material, getah,,,results6.json,review 172,91,18,4.166666666666667,2,0,0,0.0,0.02197802197802198,0.296,0.121,0.0,0.879,3,0.16666666666666666,1,0.05555555555555555,False,False,False,False,2,1,0.0,real,real
7465,h*****q,5,2024-11-01 11:53:00,"Variation: gray,80*90 (M)",,Good delivery with no damages and sent it to you may have to,True,Material, good,,,,,results5.json,review 1479,60,13,3.6923076923076925,1,0,0,0.0,0.0,-0.296,0.161,0.283,0.556,0,0.0,1,0.07692307692307693,False,False,False,False,1,0,0.1,real,real
14918,haniaufa58,5,2021-07-11 12:29:00,Variation: Stew,,"Kejap je dah sampai!!! Seller cepat g pos out, murah!! Boleh repeat lagi 😍😍😍 beli la gaihh recommended!",True,,,,,,,results7.json,review 2920,103,25,3.44,4,6,0,0.0,0.06796116504854369,0.453,0.156,0.0,0.844,5,0.2,1,0.04,False,False,False,False,5,0,0.0,real,real
10180,y*****0,5,2025-02-10 19:16:00,Variation: Pink,,"Haven try yet, but feel like the same with the other silicone brush",True,Effectiveness, ok,Material, silicone,,,results6.json,review 1188,67,14,3.9285714285714284,1,0,0,0.0,0.014925373134328358,0.5023,0.213,0.0,0.787,0,0.0,0,0.0,False,False,False,False,1,0,0.1,real,real
4321,r*****n,5,2025-05-16 16:17:00,Variation: White-199speed,,Angin kuat... Ingat ambil warna gold rupanya putihh..hahaah,True,Performance, Bagus,Durability, Ok,,,results4.json,review 271,59,11,4.7272727272727275,3,0,0,0.0,0.0847457627118644,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,0,0.25,real,real
8894,mohamadharman81,1,2025-02-20 08:58:00,"Variation: pink,110x130cm (XL)",,"Kepada sahabat diluar sana Jangan Terpedaya Dengan Iklan.. IKLAN menunjukkan beg duduk yang empuk. Tapi bila beli kamu dapat SARUNG BEG SAHAJA.
ISI DALAM - BEAN BAG REFILL KENA BELI LAGI.

INGAT KAMU HANYA DAPAT SARUNG KOSONG SAHAJA.
 ISI BEEN BAG KENA BELI LAGI.",False,,,,,,,results5.json,review 2908,263,50,4.36,7,0,0,0.0,0.026615969581749048,0.0,0.0,0.0,1.0,5,0.1,0,0.0,False,False,False,False,16,0,0.0,real,real
10018,nurina81,4,2024-10-30 16:22:00,Variation: purple,,well biasa je nyah.. but rasa jugak kulit kepala bersih so okay!!,True,Material, silicone,Effectiveness, rasa bersih jugak la kulit kepala tu,,,results6.json,review 1026,65,15,3.6,3,2,0,0.0,0.06153846153846154,0.6565,0.349,0.0,0.651,1,0.06666666666666667,0,0.0,False,False,False,False,1,0,0.0,real,real
12464,e*****6,5,2023-10-25 22:22:00,Variation: Spicy,,Fast delivery only took about 3 to 4 days to arrive. The parcel is in good condition. Taste good as well and discount a lot. Love this！！Thank you seller.,True,,,,,,,results7.json,review 466,153,33,3.787878787878788,5,0,0,0.0,0.026143790849673203,0.9022,0.355,0.0,0.645,0,0.0,2,0.06060606060606061,False,True,False,True,5,1,0.15,real,real
