review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
7180,k*****d,5,2025-06-11 12:26,"Variation: flax brown,110x130cm (XL)",,Bean bag dah selamat mendarat...memang puas hati... Material kain n warna cantek...tepi ada poket... naiss 👍🏻👍🏻,True,Functionality, good,Material, good,,,results5.json,review 1194
7181,erdawatysmile,5,2024-05-28 09:33,"Variation: Inner Bag,110x130cm (XL)",,Barang dibungkus dan diterima dalam keadaan baik. Penghantaran yang cepat. Belum test lagi. Harap2 ok la. Terima kasih seller.,True,Material, ok,Functionality, ok,,,results5.json,review 1195
7182,h*****9,5,2024-02-13 22:49,"Variation: Inner Bag,110x130cm (XL)",,Penghantaran yang sangat pantas.barang sampai dalam keadaan yang baik.belum cuba pasang lagi tunggu filler sampai.apa2 pun terbaik kepada seller...,True,Material, Great,Functionality, Great,,,results5.json,review 1196
7183,suriasamsuri_05,5,2025-05-20 17:45,"Variation: Inner Bag,110x130cm (XL)",,Items received with good condition. Got cheapest price during live. tq sellers...,True,Functionality, good,Material, good,,,results5.json,review 1197
7184,norsyazana.21,5,2023-09-27 11:35,"Variation: Khaki,110x130cm (XL)",,"Penghantaran yang cepat, 👍 kain tak panas sangat..refill dia tak beli..tapi ok dah try..",True,Material, kain tak panas,Functionality, Good,,,results5.json,review 1198
7185,5tc75m947n,5,2025-02-27 19:46,"Variation: Inner Bag,110x130cm (XL)",,"Penghantaran yang sangat pantas 
Harga yang murah dan berpatutan 
Barang sampai tanpa ada yang rosak",True,Material, baik,Functionality, baikx,,,results5.json,review 1199
7186,mhafifi_88,5,2022-12-14 21:51,"Variation: blue,90*100 (M)",,Barang diterima dlm keadaan yg baik...packaging kemas....terbaik seller 👍,True,Material, Bagus...xtebal sgt...x nipis sgt...,Functionality, Belum try lagi,,,results5.json,review 1200
7187,marvelscamz90,5,2022-09-11 18:39,"Variation: Inner Bag,110x130cm (XL)",,Thnk u seller.. arrived safe n packaging secure..🤗,True,Material, nice,Functionality, nice,,,results5.json,review 1201
7188,yuko198,5,2024-01-04 13:19,"Variation: Inner Bag,110x130cm (XL)",,kain jaring.. tp tebal.. kualiti mmg baik.. recommended,True,Functionality, good,Material, good,,,results5.json,review 1202
7189,mhafifi_88,5,2022-12-02 08:27,"Variation: Inner Bag,90*100 (M)",,Barang diterima dlm keadaan yg baik....packaging kemas...terbaik seller 👍,True,Material, Good,Functionality, Not try yet,,,results5.json,review 1203
7190,n*****8,5,2022-03-01 15:51,"Variation: flax brown,110x130cm (XL)",,Received in good condition.. Well packed.. Satisfied with the item👍😍,True,Material, Good,Functionality, Great,,,results5.json,review 1204
7191,ziedan3787,5,2022-11-28 20:51,"Variation: gray,90*100 (M)",,Received in good condition. Fast delivery. Nice packaging. Very recommended seller. Terbaikkkkkk,True,,,,,,,results5.json,review 1205
7192,a*****7,5,2024-11-04 00:06,"Variation: brownness,100x120cm (XL)",,"Super fast delivery, parcel received in good condition, good quality, good value for money, trusted seller",True,,,,,,,results5.json,review 1206
7193,haznoor69,5,2025-03-24 20:25,"Variation: brownness,110x130cm (XL)",,Kain tebal. Jahitan kemas. Zip untuk masukkan bean pun lebar dan besar. Penghantaran sangat pantas. Terima kasih seller.,False,Material, sangat baik,Functionality, berfungsi dgn baik,,,results5.json,review 1207
7194,hairullee20,5,2023-05-06 18:02,"Variation: gray,110x130cm (XL)",,"Seller fast respon.
But this item only cover u get.
No beans inside coz its different price.",True,Functionality, good,Material, very thick,,,results5.json,review 1208
7195,hneshop89,5,2024-12-05 18:31,"Variation: black,100x120cm (XL)",,Barang sampai dalam keadaan baik… kuantiti cukup… lain kali order lagi.. thank you so much… gambar tiada kaitan….,True,Functionality, baik,Material, baik,,,results5.json,review 1209
7196,leongshiuyun,5,2021-06-20 15:56,,,"Received in good condition and good packaging, fast delivery shipped from oversea , exactly color and size when ordered",True,,,,,,,results5.json,review 1210
7197,s*****0,5,2025-02-21 09:15,"Variation: Inner Bag,110x130cm (XL)",,Barang selamat sampai dlm keadaan baik.. seller pos cepat tp penghantaran lambat.. apa2 pun tq seller,False,Material," terbaik, lembut",Functionality, terbaik,,,results5.json,review 1211
7198,c*****a,5,2025-05-03 03:52,"Variation: blue,110x130cm (XL)",,Barang diterima seperti di order...elok bungkus..courier pun laju..tq seller nnti sy repeat order k,False,Material, good,Functionality, good,,,results5.json,review 1212
7199,babygiyomi1995,5,2025-03-04 10:16,"Variation: black,110x130cm (XL)",,"Barang di terima dalam keadaan baik.penghantaran yang super duper laju,sangat berpuas hati terima kasih",True,Material, good,Functionality, terbaik,,,results5.json,review 1213
7200,m*****0,5,2025-05-25 12:39,"Variation: red,110x130cm (XL)",,Harga yang murah penghantaran pantas cepat berbaloi untuk dibeli,True,Material, good,Functionality, good,,,results5.json,review 1214
7201,haznoor69,5,2025-03-26 21:22,"Variation: brownness,110x130cm (XL)",,Order kali kedua sebab sangat puashati. Kain tebal dan jahitan kemas. Tq seller,False,Material, tebal,Functionality, sangat baik,,,results5.json,review 1215
7202,mizart_store,5,2025-02-10 22:04,"Variation: gray,110x130cm (XL)",,Nice and good.fast ship by seller fast dlivery by courier hope we can deal again soon.satisfied,True,Material, terbaik,,,,,results5.json,review 1216
7203,rajanorliza10,5,2022-12-07 15:19,"Variation: red,90*100 (M)",,Material tebal n tahan lasak. Xmudah koyak. Brg sampai dgn cpt. Bungkusan yg rapi.,False,Material, terbaik,Functionality, terbaik,,,results5.json,review 1217
7204,d*****h,5,2025-05-04 12:18,"Variation: red,90*100 (M)",,super fast delivery and nice seller with good service，tq posman good,True,,,,,,,results5.json,review 1218
7205,d*****5,5,2025-04-24 21:19,"Variation: Inner Bag,90*100 (M)",,super fast delivery and nice seller with good service，tq posman good,True,,,,,,,results5.json,review 1219
7206,nirarahmannnn,5,2022-08-24 15:27,"Variation: gray,110x130cm (XL)",,Barang sampai selamat . Kaen dia jenis tahan kene dengan harga.,True,Material, good,Functionality, recomended,,,results5.json,review 1220
7207,mohdredzudin,5,2023-09-25 15:08,"Variation: brownness,110x130cm (XL)",,"Produk terbaik

Harga termurah

Servis okay

Penghantaran laju

Respon pantas

Seller trusted

1000/10",True,,,,,,,results5.json,review 1221
7208,k*****n,5,2024-11-20 23:10,"Variation: blue,100x120cm (XL)",,Fast delivery and good product quality. The product is well packed without defects.,False,Material, Good,,,,,results5.json,review 1222
7209,mhafifi_88,5,2022-12-03 15:03,"Variation: blue,90*100 (M)",,Barang diterima dlm keadaan yg baik...packaging bagus...terbaik seller 👍,True,Material, Elok,Functionality, Tak try lagi,,,results5.json,review 1223
7210,mugenrlucky7,5,2023-11-02 09:28,"Variation: gray,110x130cm (XL)",,Parcel received in good condition and the delivery was very fast,True,Material, good,Functionality, good,,,results5.json,review 1224
7211,suwaiyaazman,5,2024-04-27 16:05,"Variation: blue,110x130cm (XL)",,Packing yg sempurna..barang d terima dlm keadaan baik. Bley repeat belian,False,Functionality, kain tebal,Material, Bleu,,,results5.json,review 1225
7212,n*****7,5,2024-11-01 17:21,"Variation: Khaki,100x120cm (XL)",,"Penghantaran yang pantas. 
Packaging yang kemas. 
Sesuai untuk kegunaan harian.",True,Material, good,Functionality, good,,,results5.json,review 1226
7213,irliyana_1984,5,2024-05-21 14:49,"Variation: blue,110x130cm (XL)",,terima brg dlm keadaan baik.cantik dan berkualiti tq seller,True,Functionality, kain tebal,Material, tebal,,,results5.json,review 1227
7214,znz_empire888,5,2024-11-17 07:40,"Variation: gray,100x120cm (XL)",,Belum guna lagi..tgk pd kain sgt lah tebal..terrrbaikkkkk harga murah meriah🥰,False,Material, baik,Functionality, bagus,,,results5.json,review 1228
7215,ziedan3787,5,2022-12-08 11:01,"Variation: gray,110x130cm (XL)",,Received in good condition. Fast delivery. Nice packaging. Very recommended seller. Terbaikkkkkk,True,,,,,,,results5.json,review 1229
7216,b*****n,5,2022-11-05 03:09,"Variation: black,110x130cm (XL)",,"Good packing,super fast elivery ..good condition and will purchase againnnnnnnnnn👍🏻👍🏻👍🏻👍🏻",True,Material, Good,Functionality, Good,,,results5.json,review 1230
7217,naza2124,5,2025-02-14 23:01,"Variation: Inner Bag,110x130cm (XL)",,Slmt smpi..kualiti bgus..inner refill kne beli 3kg..beli 2kg xcukup,True,Material, good,Functionality, good,,,results5.json,review 1231
7218,syirahman_02,5,2022-07-20 15:45,"Variation: black,110x130cm (XL)",,kain tebal penghantaran cepat barang sampai dengan elok. bungkusan kemas. tq saller,True,,,,,,,results5.json,review 1232
7219,ilyasroslan,5,2023-05-02 08:00,"Variation: black,110x130cm (XL)",,Thank You seller sampai dengan selamat dan laju shipping,True,Functionality, Best,Material, Good,,,results5.json,review 1233
7220,a*****i,5,2024-04-30 14:18,,,penghantaran yang pantas cepat dan mantap. kedai barangan terbaik,True,Functionality, good,Material, bagus,,,results5.json,review 1234
7221,j*****1,5,2022-12-10 19:25,"Variation: blue,110x130cm (XL)",,Barang dah selamat sampai ..terima dalam keadaan baik..tq,True,Material, good,Functionality, good,,,results5.json,review 1235
7222,amirulamri1989,5,2022-09-17 22:24,"Variation: red,90*100 (M)",,Sangat berbaloi penghantaran laju kualiti barang terbaik,True,Material, terbaik,Functionality, sangat terbaik,,,results5.json,review 1236
7223,a*****k,5,2025-01-08 18:31,"Variation: blue,110x130cm (XL)",,"Excellent
Good product
Good quality
Fast delivery
Recommended",False,Functionality, Good,Material, Good,,,results5.json,review 1237
7224,a*****d,5,2022-11-07 00:35,"Variation: red,110x130cm (XL)",,Thanks seller.. fast delivery and good packaging 👍🏼👍🏼👍🏼,False,Material, good,Functionality, superb,,,results5.json,review 1238
7225,isansuci,5,2022-12-03 21:09,"Variation: blue,90*100 (M)",,"Abaikan gambar yg ada 
Brg sudah sampai dgn selamat terima kasih banyak2 bossku cepat tangkas terboik",True,Material, good,Functionality, terboik,,,results5.json,review 1239
7226,alvenz87,5,2024-05-03 01:56,"Variation: blue,110x130cm (XL)",,barang suda selamat mendarat dlm keadaan baik..sesuai dgn harga tpi belum try lagi...harap2 lepas basuh masi ok .tq,True,Functionality, good,Material, cutton,,,results5.json,review 1240
7227,y*****n,5,2025-04-18 20:30,"Variation: blue,110x130cm (XL)",,"Brg berkualiti, kain tebal, warna mcm dlm gambar, pghntrn lmbt skit dr kurier, lain2 ok👍",True,Functionality, good,Material, thick,,,results5.json,review 1241
7228,manansempit,5,2023-11-03 19:12,"Variation: Inner Bag,110x130cm (XL)",,dua kali dah reapet dengan seller nie sangat bagus.. penhantaran pun laju je.. tq seller 👍,True,Material, sangat bagus..,,,,,results5.json,review 1242
7229,isansuci,5,2022-12-02 23:40,"Variation: blue,110x130cm (XL)",,Brg2 sudah sampai dgn selamat terboik bossku cepat tangkas pantas terima kasih banyak2,True,Material, good,Functionality, terboik,,,results5.json,review 1243
7230,lindasafe,5,2020-12-04 14:28,,,"Tq... Service pantas..
Fast delivery
Good quality
Love it
.
Tq
.
Tq.
Tq.
Tq.",True,,,,,,,results5.json,review 1244
7231,a*****1,5,2025-04-23 01:15,"Variation: Khaki,90*100 (M)",,"Second time buy here. Fast delivery, packaging really good. Good stuff. Cantik!",True,Material, good material,,,,,results5.json,review 1245
7232,kalungdelimaenterprise,5,2023-03-12 15:05,"Variation: Inner Bag,110x130cm (XL)",,Barang smpai dlm keadaan baik. Belian kali ke 2. Puas hati. Perhantaran pn cepat.,True,Material, Baik,Functionality, Baik,,,results5.json,review 1246
7233,izzat_haniff,5,2025-05-16 18:18,"Variation: blue,110x130cm (XL)",,"Delivery cepat & pantas, will repeat order.

Thank you",True,Material, Nice,Functionality, Very Well,,,results5.json,review 1247
7234,t*****7,5,2025-06-09 16:22,"Variation: red,90*100 (M)",,Nice good product with fair price...tqvm 2 all...,True,Material, good,Functionality, great,,,results5.json,review 1248
7235,mohdizaki,5,2024-06-09 21:50,"Variation: Inner Bag,110x130cm (XL)",,"Barang sampai tepat pd waktu nya, packing pun cun...tq sellers",True,Material, good,Functionality, nice and easy,,,results5.json,review 1249
7236,hamran1977,5,2024-09-01 10:58,"Variation: yellow,100x120cm (XL)",,"harga berpatutan,berbaloi dengan kualiti",True,Functionality, sesuai untuk santai lepak ii,Material," lembut,sarung kain okay",,,results5.json,review 1250
7237,a_ngie,5,2022-12-20 22:55,"Variation: Inner Bag,110x130cm (XL)",,"Fast delivery
Good packaging
Items received in good condition
Recommended",True,,,,,,,results5.json,review 1251
7238,c*****a,5,2022-09-11 13:53,"Variation: Inner Bag,110x130cm (XL)",,Thought would be cotton material but it's netting type. Fast delivery . Got defect on the material.,True,Material, Good,Functionality, Good,,,results5.json,review 1252
7239,i*****_,5,2024-05-22 14:36,"Variation: gray,110x130cm (XL)",,"barang okey
belum cuba..
cantik
harga tak mahal
okey okey laaaa
hantar lajuu....
nanti nak repeat satu lagi...",True,Material, lembut,,,,,results5.json,review 1253
7240,roxannehoy,4,2023-02-26 19:59,"Variation: blue,110x130cm (XL)",,Super fast delivery and received in good condition.material is  good but consider quite ex for the cover bag,True,,,,,,,results5.json,review 1254
7241,r*****3,4,2022-06-01 19:05,"Variation: Inner Bag,110x130cm (XL)",,Baru sampai...😩 Tidak baca dengan teliti... hanya cover saja..Bean kena beli lain..,True,Material, Comfortable cotton..good quality,Functionality, very well,,,results5.json,review 1255
7242,sitimariamjamilahazmi,5,2023-11-01 19:00,"Variation: black,110x130cm (XL)",,Penghantaran yang cepat . Beli sarung tapi tak beli bantal haha .,True,Functionality, terbaikk,Material, kain sejuk,,,results5.json,review 1256
7243,a*****7,5,2024-08-08 15:04,"Variation: blue,100x120cm (XL)",,"Telah diterima dalam keadaan baik,penghantaran pun cepat terima kasih seller dan shopee",True,Functionality, baik,Material, ok,,,results5.json,review 1257
7244,stephaniechew168,5,2025-04-28 21:19,"Variation: Inner Bag,110x130cm (XL)",,Cheap and value for money. Fast delivery. Thanks seller.,True,Functionality, good,Material, good,,,results5.json,review 1258
7245,f*****k,5,2025-05-15 22:23,"Variation: blue,110x130cm (XL)",,Good all okay sampai cepat terbaik cuma hanya kain dalamnya tidak include ye terima kasih,True,Material, good,Functionality, good,,,results5.json,review 1259
7246,afrizaljais,5,2024-01-06 12:57,"Variation: pink,110x130cm (XL)",,Jahitan yang kemas dan besar yg berkualiti.. dari segi seller respons agak slow.. xbrapa responsive.. penghantaranbpulak memang hampeh sebab salah send kerumah orang lain.. courier xcall sblm hantar.. tiba2 dah delivered kes dah settle.. sbb fail report dekat hq,False,Functionality, xl besar,Material, nice and good quality,,,results5.json,review 1260
7247,atiqlegacy.shop,5,2024-08-09 08:13,"Variation: blue,100x120cm (XL)",,"Saya salah faham , saya igt sekali dengan isi rupanya sarung je😂 haha so kene order isi .. tgu isi sampai pulak.. pape pun fast delivery 👍👍👍",False,Functionality, SARUNG SOFA,Material, kain tebal,,,results5.json,review 1261
7248,dinaqilaqifputera,5,2022-09-01 20:51,"Variation: Inner Bag,110x130cm (XL)",,Sampai dengan keaadaan baik... Tiada kesan... Defect. Pembungkusan dengan baik dengan tiada koyak. Penghantaran  jugak cepat dan pantas.,True,Material, Cantik bagus,Functionality, Terbukti  cantik,,,results5.json,review 1262
7249,b3avvd5rha,5,2025-05-21 15:27,"Variation: flax brown,90*100 (M)",,The quality seems ok for its price. Shipping was fast and seller is good. Buy with confidence.,False,Material, synthetic,Functionality, very good,,,results5.json,review 1263
7250,helmi_azeani,5,2024-11-24 19:50,"Variation: brownness,100x120cm (XL)",,kain dh bagus tp menyesal beli sbb xdpt skali bean nye..bean tu dh la mahal gila..adoi la..bnde xtgk dgn teliti..hadap jela..,False,Material, bagus,Functionality, baik,,,results5.json,review 1264
7251,zackcoway_bundle,5,2023-09-02 19:27,"Variation: Inner Bag,110x130cm (XL)",,Cuma xberpuas hati sebab req color gray. Tp dpt color khaki. Tp nsb baik cantik & kualiti tiptop.,True,Material, good. satisfied,Functionality, satisfied ..,,,results5.json,review 1265
7252,ammartajudin00,3,2023-02-13 20:56,"Variation: brownness,110x130cm (XL)",,Kualiti baik tapi lain Kali please highlights besar2 yang ni cuma kain Dan bean Kat dalam kena beli berasingan.,False,Material, good material,Functionality, good,,,results5.json,review 1266
7253,nemo.65,5,2023-06-08 08:12,"Variation: Inner Bag,110x130cm (XL)",,"tengok kain okay.. inner bag pon okay .
yang penting size betul
thank you
trusted and recommended seller!",True,Material, good,Functionality, belum try,,,results5.json,review 1267
7254,robinmojimbun1986,5,2022-03-15 15:14,"Variation: gray,110x130cm (XL)",,"Untuk pengetahuan yang ingin membeli, ini hanya cover luar dan dalam ya.. untuk isinya kena beli berasingan.",False,Material, Good Quality,Functionality, Selesa sangat,,,results5.json,review 1268
7255,a*****n,5,2024-06-18 10:53,"Variation: Inner Bag,110x130cm (XL)",,"XL size so need more beans 😁 the fabric is good, no defect/thorns. my package arrived in 3 days 👍🏾",False,Material, good,,,,,results5.json,review 1269
7256,f*****0,5,2024-07-22 13:24,"Variation: Khaki,110x130cm (XL)",,Need to buy refill separately. I fill in more to to make it more comfortable,True,Functionality, good quality and comfortable,Material, good,,,results5.json,review 1270
7257,aimanafandii,5,2025-07-01 12:13,"Variation: Inner Bag,90*100 (M)",,Fast delivery. Good quality with the said price. Easy to manage. Thank you.,False,,,,,,,results5.json,review 1271
7258,kalidok,5,2022-10-03 11:24,"Variation: black,110x130cm (XL)",,Smpai sarung ja rugi tk baca review dlu AHHAHAHAHA apa ii pn sarung dia nice kain tebal,True,Material, nice,Functionality, very good,,,results5.json,review 1272
7259,rossfariza,5,2022-11-06 11:33,"Variation: brownness,110x130cm (XL)",,"penghantaran sangat laju,quality okay,bungkusan kemas gilerr,sangat sangat berbaloi nanti boleh repeat order lagi suka suka suka",True,Material, okay,Functionality, sgt bgus,,,results5.json,review 1273
7260,c*****g,5,2021-05-30 13:48,"Variation: gray,110x130cm (XL)",,"Received it in good condition, quite satisfied with the quality and size. I purchased 2kg of filling for it.",True,,,,,,,results5.json,review 1274
7261,chor86,5,2024-07-24 06:06,"Variation: brownness,110x130cm (XL)",,Just unboxing and check all item first.seller need to qc first before delivery..seller very responsive.fast reply,True,Functionality, ok,Material, good,,,results5.json,review 1275
7262,s*****5,5,2023-11-19 22:26,"Variation: black,110x130cm (XL)",,barang cepat sampai dan harga murah,True,Material, sarung kusyen yg best sebab saiz besar,Functionality, harga murah beli time sales,,,results5.json,review 1276
7263,suriasamsuri_05,5,2025-05-19 07:45,"Variation: black,110x130cm (XL)",,Item received completely with good condition. Very good wrapped. Tqsm seller,True,Material, good,Functionality, not try yet,,,results5.json,review 1277
7264,simonsolomon,5,2022-06-09 17:51,"Variation: gray,110x130cm (XL)",,"Fast delivery, price ok, something not always seen in the market",True,Material," As expected, felt like fabric",Functionality, Function well,,,results5.json,review 1278
7265,s*****r,5,2024-08-13 13:06,"Variation: pink,80*90 (M)",,"Safely received my parcel, thank you so much seller. Will repeat in the future ✨",True,Material, good,Functionality, good,,,results5.json,review 1279
7266,n0dv6exlb9,5,2024-08-18 22:30,"Variation: Inner Bag,100x120cm (XL)",,I'm very happy with my purchase the material is thick and high quality. Highly recommend seller,False,Material, Good,Functionality, Good,,,results5.json,review 1280
7267,seriabdkadir,5,2024-10-19 08:23,"Variation: flax brown,100x120cm (XL)",,Brg dh sampai cuma mntk maaf lmbat review...kain cantikkkkk colour cntik  tq seller & delivery ckup tip top..,False,,,,,,,results5.json,review 1281
7268,roshaimimiey,5,2025-05-17 22:16,"Variation: red,90*100 (M)",,Barang sampai dengan selamatnya.. terima kasih saller.. amat bagus dan selesa,True,Functionality, bagus,Material, lembut,,,results5.json,review 1282
7269,h*****d,5,2023-07-08 01:39,"Variation: Inner Bag,110x130cm (XL)",,"Laju trusted seller. Inner boleh guna utk saiz XL. Terbaikk. 

Sorry pic tak berkenaan",True,Material, soft,Functionality, good,,,results5.json,review 1283
7270,yorro_master,5,2023-03-15 14:14,"Variation: brownness,110x130cm (XL)",,"So far everything is great and the quality is good, reasonable price as well",True,Material, quite nice,,,,,results5.json,review 1284
7271,h*****r,5,2025-01-01 02:07,"Variation: gray,110x130cm (XL)",,Barang sampai dengan cepat. Kualiti padan dengan harga.. boleh pakai.. saiz kecik je,True,Functionality, baik,Material, tahan,,,results5.json,review 1285
7272,s*****3,5,2022-02-23 09:54,"Variation: red,110x130cm (XL)",,Item received well..but pls read carefully..only the bag without item inside..,True,Material, good material,Functionality, very functionable,,,results5.json,review 1286
7273,hartinijaafar,5,2024-03-25 20:40,"Variation: blue,110x130cm (XL)",,delivery laju tq seller sy beli,False,Functionality, x function sbb xbeli filling huahua,Material, kain dia tebal elok,,,results5.json,review 1287
7274,l*****a,5,2023-03-26 16:13,"Variation: gray,110x130cm (XL)",,Good seller fast delivery tak sangka sampai awal trusted seller nti saya repeat lagi tq,True,,,,,,,results5.json,review 1288
7275,m*****9,5,2024-05-09 19:40,"Variation: Inner Bag,110x130cm (XL)",,Bungkusan kemas. Harga berpatutan. Value for money. Gambar dan video tiada kaitan,True,Material, plisterin,Functionality, baik,,,results5.json,review 1289
7276,q*****e,5,2023-05-11 14:04,"Variation: red,110x130cm (XL)",,Sorry pic and video not related. Items well received. Thank you seller,True,Material, good,Functionality, good,,,results5.json,review 1290
7277,n*****o,5,2023-11-24 17:40,"Variation: blue,110x130cm (XL)",,"Barang telah diterima dalam keadaan baik.
Maaf gambar dan video tidak berkaitan.",True,Material, Good,Functionality, Good,,,results5.json,review 1291
7278,d*****i,5,2023-01-24 23:26,"Variation: red,110x130cm (XL)",,"Item received safely.
Good material of beg bean cover.
Thank you seller",True,Material, cotton,Functionality, good,,,results5.json,review 1292
7279,heesim,5,2024-11-08 20:08,"Variation: gray,100x120cm (XL)",,Penghantaran yang sangat cepat. Barang terima dalam keadaan baik,True,Material, bagus tak ada rasa kasar,,,,,results5.json,review 1293
7280,m*****u,5,2025-04-25 14:14,"Variation: gray,90*100 (M)",,Material ok..zip dan jahitan ok penghantaran cepat tq seller.,True,Material, ok,Functionality, ok,,,results5.json,review 1294
7281,,5,2023-09-07 17:20,"Variation: black,110x130cm (XL)",,,True,Material, maaf pic xder kaitan..dah lama sampai ..seller pos awal..harga mampu milik,Functionality, material elok kuat,,,results5.json,review 1295
7282,onlinebestseller.hq,5,2023-05-09 20:59,"Variation: gray,110x130cm (XL)",,Good value for money. Good quality product. Very fast delivery by trusted seller,True,,,,,,,results5.json,review 1296
7283,h*****q,5,2024-11-11 13:05,"Variation: Inner Bag,80*90 (M)",,Good delivery with no damages and sent it to you may,True,Material, good,Functionality, good,,,results5.json,review 1297
7284,hakimihalil,5,2022-09-15 11:01,"Variation: Khaki,110x130cm (XL)",,"Good product quality. Fast shipping .
Item as described as pic",True,Material, kain tebal,,,,,results5.json,review 1298
7285,c*****9,5,2025-02-15 22:30,"Variation: pink,110x130cm (XL)",,Package arrived safely delivery fast packing very good thank you so much,True,,,,,,,results5.json,review 1299
7286,l*****8,5,2024-11-25 09:50,"Variation: gray,100x120cm (XL)",,"Good product , fast delivery , good service , fast response , good",True,,,,,,,results5.json,review 1300
7287,danielkclee,5,2023-06-19 20:08,"Variation: Inner Bag,110x130cm (XL)",,"Fast delivery
Good product quality
Good value for money
Excellent service by seller",True,,,,,,,results5.json,review 1301
7288,danielkclee,5,2023-06-11 11:16,"Variation: Inner Bag,110x130cm (XL)",,"Fast delivery
Good product quality
Good value for money
Excellent service by seller",True,,,,,,,results5.json,review 1302
7289,ahfendiey,5,2025-01-02 11:06,"Variation: gray,110x130cm (XL)",,gambar dan video tiada kaitan dengan produk.kualiti sepadan dengan harga,True,Functionality, ok,Material, memuaskan,,,results5.json,review 1303
7290,n*****e,5,2024-07-20 13:17,"Variation: red,110x130cm (XL)",,Barang sampai dalam keadaan elok dan tiada kerosakan dimana-mana,True,Material, kain tebal,Functionality, ok,,,results5.json,review 1304
7291,ratnamangales,5,2025-05-14 04:37,"Variation: brownness,90*100 (M)",,Tqvm seller..Fast delivery,False,Material, Thick and good quality.Worth buying,Functionality, Sz M,,,results5.json,review 1305
7292,yeanfen5636,5,2022-03-18 12:50,,,Good condition good quality and beautiful thanks buy again later.,True,Material, Good,Functionality, good,,,results5.json,review 1306
7293,luqman99125,5,2024-12-17 19:39,"Variation: brownness,110x130cm (XL)",,barang dalam keadaan mantap pengahantaran laju memang sesuai,True,Material, kain tebal,Functionality, kain tebal,,,results5.json,review 1307
7294,s*****h,5,2025-02-05 16:37,"Variation: gray,90*100 (M)",,,True,Material, terima dengan baik quality bagus pos laju lain kali beli lagi,,,,,results5.json,review 1308
7295,k*****0,5,2023-06-12 23:00,"Variation: Inner Bag,110x130cm (XL)",,"tems received in good condition, well packed and fast delivery, Not badddddddd",True,,,,,,,results5.json,review 1309
7296,syahirsenen,5,2022-01-20 18:46,"Variation: blue,110x130cm (XL)",,Barang sampai dengan selamat..packaging kemas penghantaran cepat..ty seller 👍,True,Material, ok,Functionality, ok,,,results5.json,review 1310
7297,adibtosshie,5,2023-11-04 16:53,"Variation: Inner Bag,90*100 (M)",,"Harga cun murah, seller cun ship laju, barang cun melecun mantap 👌",True,,,,,,,results5.json,review 1311
7298,s*****h,5,2025-02-15 21:29,"Variation: black,110x130cm (XL)",,"good material with good price, thanx seller",True,Material, thick,Functionality, function well,,,results5.json,review 1312
7299,n0talya,5,2021-08-02 02:25,"Variation: gray,110x130cm (XL)",,"seller is trusted and great service, the items arrived in perfect shape.",True,,,,,,,results5.json,review 1313
7300,s*****5,5,2021-02-26 21:30,"Variation: black,110x130cm (XL)",,"Nice packaging, fast delivery and very good material quality 👍👍👍👍 TQSM",True,,,,,,,results5.json,review 1314
7301,h*****9,5,2023-12-01 19:47,"Variation: black,90*100 (M)",,"The bag is arrive in a good condition,quality very good",True,Material, good,Functionality, good,,,results5.json,review 1315
7302,e*****3,5,2022-03-02 00:34,"Variation: gray,110x130cm (XL)",,Tq seller 😊😊 items received in good condition 👍🏻👍🏻,True,Material, good,Functionality, good,,,results5.json,review 1316
7303,g*****1,5,2021-11-17 22:29,,,Well received. Fast delivery. Quality looks good. Good value for money.,True,,,,,,,results5.json,review 1317
7304,n*****0,5,2022-04-17 00:00,"Variation: red,110x130cm (XL)",,"Fast delivery, good packaging, received in good condition, thankyou so much",True,,,,,,,results5.json,review 1318
7305,q*****3,5,2021-03-23 19:51,"Variation: blue,110x130cm (XL)",,"very good experience with this seller🤩
packaging nicely❤️
very fast delivery🚚🤗",True,,,,,,,results5.json,review 1319
7306,annarahman96,5,2024-11-04 22:03,"Variation: brownness,100x120cm (XL)",,penghntran laju bungkusan okey tak sabar bk guna,True,Functionality, terbaik,Material, kain tebal,,,results5.json,review 1320
7307,j*****9,5,2024-04-06 14:23,"Variation: Inner Bag,110x130cm (XL)",,Fast delivery and very durable for bean bag usage,True,Functionality, good,Material, good,,,results5.json,review 1321
7308,pdn9108,5,2021-04-15 20:08,"Variation: gray,90*100 (M)",,"Very fast delivery and very good packing, good product quality, tq",True,,,,,,,results5.json,review 1322
7309,deanaongsiewchoo,5,2024-10-11 22:12,"Variation: brownness,80*90 (M)",,"Good product quality. good value for money,fast delivery excellent  service by seller.",False,,,,,,,results5.json,review 1323
7310,b*****y,5,2021-11-02 07:24,"Variation: blue,110x130cm (XL)",,"Item received well, fast delivery. Packing very well. Thank you seller!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",True,,,,,,,results5.json,review 1324
7311,jaja2512,5,2023-09-24 15:09,"Variation: black,110x130cm (XL)",,Good product. Packaging and delivery also very good. Price reasonable.,True,,,,,,,results5.json,review 1325
